TargetID	cd1.AVG_Signal	cd2.AVG_Signal	cd3.AVG_Signal	gat1.AVG_Signal	gat2.AVG_Signal	gat3.AVG_Signal
5730472N09RIK	19.5	26.3	33.1	51.5	28.7	28.3
5730478M09RIK	0.9	4.4	5.3	8.6	7.4	4.3
5730481H23RIK	5.1	2.8	8.3	4.7	5.0	0.0
5730485H21RIK	0.6	0.6	0.0	1.1	0.0	0.0
5730488B01RIK	11.6	5.2	13.7	8.5	10.7	4.8
5730493B19RIK	5.3	1.8	6.2	0.0	2.5	1.4
5730494J16RIK	116.0	92.2	173.5	69.3	78.3	107.3
5730494M16RIK	33.2	36.7	35.5	32.8	25.5	36.0
5730494N06RIK	53.1	84.4	88.2	87.7	186.5	140.4
5730496N17RIK	2.2	2.7	3.7	7.4	3.3	1.8
5730502D15RIK	28.0	47.9	31.3	63.6	48.4	38.3
5730507A09RIK	0.0	0.0	1.1	0.0	0.4	0.3
5730507C01RIK	2.3	0.0	1.3	0.0	0.0	0.1
5730507C05RIK	0.0	0.0	5.0	0.0	0.0	0.0
5730508B09RIK	1.2	0.0	0.0	0.0	0.0	0.3
5730510P18RIK	1.1	0.0	1.2	0.0	2.0	4.3
5730521N16RIK	8.1	4.8	4.7	14.5	0.9	5.8
5730521P14RIK	1.9	3.5	9.9	5.6	5.2	1.1
5730522E02RIK	0.9	0.6	0.0	2.0	1.6	0.2
5730525O22RIK	79.5	66.0	49.5	42.2	67.8	44.7
5730526A15RIK	0.0	0.0	0.0	0.1	0.0	0.0
5730528L13RIK	3.6	11.5	2.2	12.8	91.9	5.8
5730530J16RIK	0.3	0.2	0.0	0.0	0.0	0.0
5730531E12RIK	2.2	2.0	2.3	3.3	1.5	0.8
5730533B08RIK	0.4	1.2	0.0	5.5	0.0	2.2
5730536A07RIK	0.0	0.0	0.0	0.0	0.1	0.0
5730543M03RIK	103.6	49.5	32.2	38.8	32.1	23.0
5730550L01RIK	11.0	6.5	16.6	2.2	19.3	14.8
5730552E08RIK	12.8	13.6	11.8	8.3	11.7	12.2
5730557B15RIK	0.3	0.9	0.9	0.0	0.0	0.0
5730557L09RIK	0.0	0.0	0.0	3.6	0.0	0.2
5730559C18RIK	0.0	1.2	0.0	0.1	0.0	0.7
5730564E11RIK	0.0	0.0	0.0	0.0	0.0	0.0
5730564L20RIK	5.0	4.3	3.2	3.1	5.4	9.5
5730575G16RIK	0.0	0.4	0.0	0.8	2.9	0.0
5730577I03RIK	0.5	0.0	1.3	1.3	5.0	3.1
5730585A16RIK	2.5	6.1	5.8	3.8	7.4	5.9
5730588I11RIK	9.8	30.2	17.5	38.9	28.8	23.4
5730588L14RIK	0.1	0.0	0.0	1.3	0.3	0.0
5730589K01RIK	258.3	284.1	208.3	174.8	116.0	176.6
5730590C14RIK	0.0	1.4	0.0	0.8	0.0	2.3
5730590G19RIK	4.1	4.3	7.3	2.1	2.7	3.2
5730591F21RIK	0.0	1.0	0.0	0.0	4.9	0.0
5730591J02RIK	0.0	0.0	0.8	0.0	0.0	0.7
5730593F17RIK	121.2	196.7	133.7	415.5	277.8	157.4
5730593H20RIK	11.0	7.7	0.7	0.2	1.4	2.5
5730593N15RIK	0.0	2.8	0.0	5.9	0.5	0.2
5730594E03RIK	7.6	4.1	5.6	9.3	4.0	4.3
5730596B20RIK	0.6	2.4	3.7	4.7	4.1	0.0
5730596K20RIK	26.5	29.1	28.2	40.0	32.4	27.9
5730598B06	1.9	4.9	5.3	0.9	4.4	4.0
5730599A22RIK	3.4	0.0	0.0	0.7	0.0	0.7
5730601F06RIK	29.7	22.9	24.7	26.6	23.1	27.2
5830400N10RIK	0.0	0.0	6.6	0.4	3.5	3.3
5830403F22RIK	0.0	0.3	0.0	1.9	2.8	0.0
5830403L16RIK	0.0	0.0	0.8	0.8	0.0	0.0
5830403M04RIK	6.2	4.9	2.1	2.5	3.9	2.9
5830404H04RIK	9.5	13.3	29.9	46.9	32.1	18.5
5830405M20RIK	0.7	1.4	0.0	0.0	0.0	0.0
5830405N20RIK	226.4	122.2	312.1	102.3	63.3	206.4
5830406C15RIK	4.7	1.9	7.3	3.9	3.1	5.0
5830406C17RIK	95.7	34.7	58.7	19.5	10.7	10.7
5830407P18RIK	102.7	64.7	131.3	20.6	7.0	32.4
5830409B07RIK	83.3	54.8	31.8	42.4	27.3	17.2
5830410F13RIK	9.9	6.4	15.4	3.7	4.9	1.9
5830411E10RIK	3.1	2.0	2.6	0.0	1.0	1.7
5830411G16RIK	500.9	339.8	251.8	188.7	166.6	176.1
5830411I20	139.5	125.2	187.9	270.0	406.6	174.3
5830411J07RIK	10.8	6.5	14.4	1.9	0.0	2.9
5830411K21RIK	6.5	2.7	15.6	0.0	6.9	4.9
5830411N06RIK	0.7	3.6	0.0	0.0	1.4	1.1
5830411O09RIK	2.8	3.2	0.3	3.4	0.0	0.7
5830415B17RIK	0.9	2.1	3.9	10.6	4.7	2.4
5830415F09RIK	19.5	21.2	20.7	30.4	18.1	16.1
5830415L20RIK	94.6	57.9	77.1	102.1	44.4	36.0
5830416P10RIK	1.6	0.0	2.6	0.3	0.0	3.5
5830417C01RIK	18.1	17.7	11.6	14.9	12.1	20.2
5830417I10RIK	48.6	48.2	67.1	43.1	25.9	42.3
5830418G11RIK	0.8	1.2	6.9	6.1	3.4	11.1
5830418K08RIK	0.0	0.0	0.0	0.0	0.0	0.0
5830419M17RIK	0.0	1.2	1.9	3.2	0.0	0.0
5830420C15RIK	35.5	20.1	27.4	16.3	11.9	16.4
5830426I05RIK	0.0	3.8	0.0	1.3	2.2	0.0
5830427D02RIK	139.6	68.1	161.1	33.9	63.3	55.1
5830427D03RIK	38.0	21.6	42.5	11.2	16.2	17.7
5830430H09RIK	11.8	9.0	5.0	11.4	5.8	6.7
5830431A10RIK	28.4	1.5	69.3	16.4	20.5	74.8
5830431I07RIK	1.3	2.7	0.0	3.1	0.0	0.1
5830431I15RIK	78.6	40.5	34.3	26.3	12.0	18.1
5830432E09RIK	1.1	4.9	3.1	3.6	24.4	7.3
5830433I10RIK	0.0	0.0	2.2	1.2	0.3	0.0
5830433M19RIK	0.0	1.3	1.6	1.4	0.4	1.3
5830434K11RIK	12.7	13.3	12.6	23.1	13.5	16.2
5830434P21RIK	185.1	209.6	394.8	189.5	192.8	224.7
5830435K17RIK	72.2	53.4	20.5	28.6	11.1	23.3
5830436K05RIK	5.8	4.8	9.6	7.0	4.2	6.6
5830443L24RIK	0.0	0.0	0.0	2.7	0.0	0.0
5830445I20RIK	3.1	3.2	5.5	5.4	2.7	0.8
5830448L21RIK	0.0	0.5	0.0	0.0	0.0	3.5
5830454D03RIK	27.8	54.3	101.8	62.9	135.9	93.7
5830454E08RIK	38.5	32.7	26.5	17.1	29.5	41.0
5830455K21RIK	6.5	2.2	6.7	3.9	1.6	1.1
5830457O10RIK	53.2	64.6	47.0	52.9	65.5	68.2
5830458K16RIK	4.0	3.9	3.9	4.6	3.7	3.2
5830461H18RIK	9.7	9.3	15.1	8.8	11.9	7.7
5830467E07RIK	27.4	20.7	32.1	9.8	10.5	11.2
5830468F06RIK	1.5	0.0	2.4	2.2	0.5	0.9
5830468K18RIK	15.2	27.8	26.2	37.8	26.0	19.4
5830469K17RIK	0.0	0.6	2.4	4.9	2.5	0.0
5830472F04RIK	4.8	1.5	11.7	4.8	0.0	2.8
5830472H07RIK	20.7	29.7	66.3	14.5	15.1	29.3
5830476G13RIK	27.9	5.1	16.5	10.9	11.7	8.7
5830477G23RIK	0.6	0.0	0.0	0.0	0.0	0.5
5830482F20RIK	18.2	26.6	24.5	22.0	45.7	27.7
5830483C08RIK	0.0	0.3	0.6	0.0	0.6	0.0
5830484A20RIK	8.0	6.3	2.1	11.5	2.9	1.5
5830487H14RIK	0.0	0.0	0.0	0.0	0.0	0.0
5830496L11RIK	281.2	200.1	959.7	37.9	138.7	179.1
5832402A02RIK	0.3	2.8	3.3	8.8	3.4	7.1
5832418A03	0.0	1.4	0.4	0.0	0.0	0.0
5930400G23RIK	5.3	3.5	4.3	5.6	0.0	4.0
5930400O15RIK	0.0	0.0	0.4	2.3	4.2	0.0
5930400O16RIK	0.8	1.2	4.0	0.0	0.4	0.3
5930402G23RIK	2.0	2.5	0.0	4.1	2.2	0.0
5930403H17RIK	0.1	2.8	1.8	16.0	5.5	2.4
5930403N24RIK	0.0	0.0	0.0	0.0	0.0	2.5
5930404A08RIK	5.5	1.6	2.2	7.4	3.6	3.0
5930404K09RIK	0.0	4.3	0.9	2.5	0.6	3.6
5930404L04RIK	2.4	3.3	5.9	2.6	0.0	0.6
5930407M05RIK	5.0	6.9	3.3	0.0	4.0	2.1
5930409M18RIK	0.0	0.0	0.0	0.0	2.0	0.5
5930412G12RIK	0.5	3.5	0.0	0.7	0.0	3.4
5930413D20RIK	0.0	0.2	3.4	0.0	1.7	0.0
5930416I19RIK	513.6	501.6	459.5	429.2	581.5	487.5
5930418K15RIK	137.2	118.4	386.0	273.6	59.6	155.0
5930422O12RIK	0.0	2.1	0.0	0.8	0.7	3.9
5930426L19RIK	3.2	0.7	5.5	0.6	3.2	2.3
5930429A15RIK	0.5	1.6	2.4	0.0	4.0	1.6
5930430M20RIK	4.7	2.7	2.1	1.9	2.9	3.7
5930431H10	6.8	12.6	11.6	3.2	4.5	8.1
5930431L16RIK	1.6	0.0	0.0	0.0	0.0	0.0
5930434A13RIK	5.2	0.0	0.0	0.0	0.0	1.2
5930434B04RIK	23.0	19.3	22.4	15.3	15.9	23.7
5930437C20RIK	129.9	51.6	265.1	33.3	24.0	115.9
5930437L24RIK	0.0	0.9	0.0	0.0	0.0	0.0
5-HTR2C, GPCR	0.8	0.0	0.0	2.0	1.2	0.8
6030400N17RIK	1.6	4.7	5.3	5.4	5.6	1.5
6030405A18	0.0	0.0	0.0	0.9	0.0	2.0
6030405A18RIK	0.0	0.0	0.0	0.7	0.2	0.0
6030405B10RIK	1.2	0.0	0.5	1.5	0.0	1.5
6030405P19RIK	32.0	37.8	74.8	6.4	8.3	9.9
6030408B16RIK	13.0	6.9	5.3	2.6	7.6	0.7
6030408C04RIK	2.9	3.6	5.9	7.7	8.6	4.3
6030408K21RIK	0.0	0.0	0.0	0.0	0.0	0.0
6030410I10RIK	2.0	3.1	3.9	0.0	0.9	3.6
6030413C11RIK	4.4	2.9	0.8	7.0	13.2	0.0
6030413G23RIK	15.8	20.8	36.4	11.5	13.7	20.7
6030416D17RIK	3.5	7.1	4.5	4.8	10.2	6.4
6030418C04RIK	0.0	0.2	0.0	0.6	0.0	2.5
6030419C18RIK	0.0	2.2	1.3	2.8	1.7	4.3
6030419I20RIK	26.5	12.7	24.8	5.8	2.8	0.7
6030419L17RIK	7.5	1.0	7.5	1.1	3.8	6.1
6030422A11RIK	16.5	7.9	14.2	11.1	6.8	9.0
6030422M01RIK	0.0	0.0	0.0	0.0	0.0	2.5
6030422M02RIK	1.7	0.0	0.0	0.0	0.9	0.0
6030424L16RIK	0.0	0.0	0.9	0.0	0.0	0.0
6030426J21RIK	0.0	2.6	0.0	0.0	0.0	0.0
6030426L16RIK	0.0	0.0	0.0	0.0	0.0	0.0
6030429G01RIK	0.0	9.9	0.9	11.6	27.6	9.6
6030434H13RIK	36.1	12.0	36.3	1.7	9.5	11.3
6030436C20RIK	8.1	7.6	13.8	8.3	0.1	0.0
6030436K07RIK	0.0	0.5	0.0	0.4	0.4	1.1
6030439E18	4.5	7.0	5.3	3.4	6.3	5.1
6030439I24RIK	0.0	0.0	0.0	0.0	0.0	0.0
6030441H18RIK	32.2	20.6	43.5	21.2	2.0	15.5
6030446B09RIK	4.1	1.8	1.1	2.2	3.5	1.7
6030446N20RIK	1.9	3.6	5.0	2.2	2.5	4.0
6030447G11RIK	0.5	0.0	3.1	0.0	2.0	0.1
6030448M23RIK	92.3	82.3	82.7	102.5	57.4	47.0
6030449M12RIK	4.1	8.8	4.8	31.3	3.7	0.0
6030452D12RIK	4.0	1.8	6.6	3.6	2.3	4.5
6030452M24RIK	3.8	5.3	2.9	4.5	5.7	1.6
6030453H13RIK	0.0	2.7	2.0	0.0	4.4	0.0
6030455H03RIK	3.7	0.0	1.5	5.9	0.0	0.0
6030455K13RIK	0.0	0.0	0.0	0.0	0.0	1.6
6030458A17RIK	59.7	31.2	28.2	0.0	8.5	7.8
6030458B15RIK	9.4	6.2	12.8	9.4	8.3	8.1
6030458C11RIK	36.0	24.0	42.6	29.2	23.2	12.2
6030458P06RIK	230.3	148.7	191.0	118.4	78.0	100.1
6030460N08RIK	0.9	0.8	0.2	1.9	0.0	1.8
6030465E24RIK	1.7	5.0	3.2	2.9	5.3	3.6
6030466F02RIK	0.0	0.7	0.0	0.0	0.5	0.0
6030468B19RIK	3.7	6.8	4.3	11.1	5.4	7.1
6030470M02RIK	9.7	14.3	16.3	24.0	12.8	6.5
6030488F16RIK	0.0	0.0	0.8	1.6	0.0	0.0
6030490I01RIK	0.1	0.0	0.0	0.0	0.0	1.1
6030495B01RIK	0.0	0.0	0.0	2.2	0.0	0.0
6030495H03RIK	6.2	5.6	4.9	0.0	3.1	1.4
6030498E09RIK	0.2	0.6	0.0	5.9	0.0	0.0
6030499A19RIK	7.6	3.9	7.9	4.5	2.3	4.6
6030499N03RIK	1.3	0.8	0.8	5.3	0.0	0.0
6130401J04RIK	1.0	0.2	0.9	0.0	0.0	0.0
6130401L20RIK	0.1	1.7	0.0	0.0	0.0	0.0
620807	0.0	0.0	0.8	3.1	0.0	2.2
6230400D17RIK	2.4	2.8	0.0	6.8	5.5	7.4
6230400G14RIK	2.4	0.0	2.5	1.7	1.8	0.5
6230401I02RIK	72.2	105.6	87.7	81.8	145.2	87.3
6230403H02RIK	0.6	1.0	0.0	0.0	0.1	0.0
6230405M12RIK	0.0	0.0	2.3	2.3	0.4	0.0
6230409E13RIK	0.0	0.0	0.0	3.9	0.1	4.2
6230412A12RIK	1.6	0.3	1.6	0.0	0.9	4.2
6230412O07RIK	8.8	10.0	5.1	7.4	7.0	4.5
6230415M23RIK	87.6	34.8	135.6	74.8	48.2	52.4
6230416I01RIK	0.9	1.8	0.0	0.0	0.7	0.9
6230416J20RIK	60.7	60.5	72.3	67.8	66.3	49.1
6230421I24RIK	1.2	0.0	3.6	4.4	0.4	2.7
6230424H07RIK	0.6	0.0	0.0	5.2	0.4	0.8
6230425C21RIK	26.7	19.8	30.5	10.5	39.0	49.5
6230427J02RIK	20.1	12.3	8.1	20.6	20.7	9.9
6330400D04	9.7	9.0	7.2	2.2	11.3	3.6
6330401K01RIK	21.1	13.7	25.5	5.2	4.6	6.6
6330403A02RIK	1.5	0.3	1.1	6.6	0.6	3.8
6330403E01RIK	183.6	78.5	164.7	45.2	77.2	94.2
6330403K07RIK	1.0	1.7	3.3	7.1	0.6	5.0
6330403M23RIK	37.3	35.7	87.9	37.4	74.2	81.9
6330404C01RIK	0.0	0.0	0.0	0.0	2.6	1.3
6330404F12RIK	0.5	0.0	0.0	1.2	0.0	0.0
6330405D24RIK	0.0	0.1	0.3	1.6	0.8	1.6
6330405H19	2.4	1.6	10.7	22.8	32.8	0.8
6330406I15RIK	0.0	0.0	0.0	0.0	1.1	1.6
6330407A03RIK	181.7	100.8	276.7	8.2	37.5	53.7
6330407I18RIK	1.2	1.8	0.5	0.0	0.0	0.0
6330407J23RIK	0.0	0.0	0.0	1.2	0.0	0.0
6330407O08RIK	2.4	0.0	1.1	0.1	0.4	1.6
6330408A02RIK	0.0	3.7	8.5	3.9	3.4	4.6
6330408J11RIK	0.6	0.4	0.9	0.0	0.0	0.0
6330409D20RIK	0.0	0.0	1.0	0.1	0.0	0.0
6330409N04RIK	4.1	1.6	1.0	2.8	2.8	7.3
6330411D24RIK	0.0	1.8	0.9	1.4	0.0	4.0
6330411I15RIK	4.3	5.1	2.8	9.3	3.2	0.7
6330414G02RIK	0.0	0.0	2.3	46.4	11.7	7.9
6330415B21RIK	0.0	0.0	0.0	0.0	0.5	0.0
6330416G13RIK	29.0	30.7	47.8	32.5	87.0	49.3
6330416L07RIK	0.0	0.0	0.0	0.1	0.0	0.0
6330416L11RIK	13.3	5.3	9.5	1.2	2.4	3.8
6330417E04RIK	3.5	7.0	12.7	4.1	2.2	1.2
6330417G02RIK	0.0	0.0	0.0	0.0	0.0	0.6
6330418B08RIK	0.0	0.0	0.0	4.8	0.0	0.0
6330419D11RIK	0.2	0.0	0.5	0.0	0.0	0.0
6330419J24RIK	2.8	1.1	2.0	2.8	3.7	1.4
6330437B22RIK	0.0	0.0	0.0	0.5	0.0	0.0
6330437I11RIK	2.5	0.0	2.0	5.1	3.2	3.1
6330439K17RIK	0.7	1.9	2.6	2.9	0.5	0.6
6330442E10RIK	46.9	79.9	85.1	32.9	153.4	92.1
6330444G18RIK	19.5	37.6	39.6	23.1	17.8	18.9
6330500D04RIK	202.9	168.3	189.6	86.6	133.7	164.3
6330500I05RIK	18.0	12.3	5.6	0.0	0.0	0.0
6330503C03RIK	4.2	2.9	0.2	7.7	8.5	11.4
6330503C17RIK	3.6	1.5	1.9	4.7	5.0	3.8
6330503H08RIK	5.2	5.7	0.8	5.3	3.0	4.5
6330503K22RIK	19.5	30.0	24.7	49.0	35.4	19.5
6330505N24RIK	31.3	176.5	112.7	342.5	67.5	26.3
6330509M05RIK	225.8	379.1	505.1	172.5	136.0	405.6
6330509M23RIK	0.0	0.0	0.0	0.0	0.0	0.0
6330510M13RIK	0.3	0.0	0.0	0.0	0.0	0.3
6330512M04RIK	2.7	0.8	2.6	1.7	0.0	0.6
6330513E13	0.0	0.0	0.0	0.0	0.0	2.7
6330513N08RIK	0.0	0.0	0.0	0.0	0.0	2.3
6330514E22RIK	19.9	23.9	10.0	2.6	1.7	9.9
6330514O11RIK	3.6	2.2	4.8	0.4	1.7	0.0
6330525I24RIK	0.3	3.7	4.1	1.4	4.4	0.0
6330527O06RIK	4.9	0.0	2.3	0.0	1.4	0.0
6330532E14RIK	12.1	5.0	13.4	7.9	0.0	1.5
6330532G10RIK	1.8	0.0	0.0	0.0	1.4	0.0
6330534C20RIK	1.0	5.5	0.0	0.0	5.8	0.0
6330540D07RIK	1.7	0.0	0.0	0.0	0.0	0.0
6330545A04RIK	2.2	1.7	1.4	1.3	0.0	0.0
6330548G22RIK	17.4	31.5	13.4	34.9	43.5	31.2
6330549D23RIK	0.5	3.3	3.3	2.6	4.5	4.8
6330562C20RIK	14.9	17.5	11.9	27.7	10.7	0.0
6330565B04RIK	2.5	4.5	6.9	4.1	1.9	3.5
6330565C02RIK	0.0	0.0	0.0	0.0	0.0	0.1
6330566F14RIK	23.8	15.3	17.9	6.8	0.0	0.0
6330569M22RIK	503.8	417.5	502.6	326.7	478.1	422.4
6330575B07RIK	8.0	7.0	8.1	7.3	3.2	4.0
6330577E15RIK	65.4	40.9	14.1	33.0	26.9	22.2
6330578E17RIK	153.5	155.2	102.8	196.7	153.8	218.1
6330579M01RIK	2.5	0.1	0.0	2.5	2.2	0.7
6330581N18RIK	6.3	43.8	86.3	0.6	0.5	20.4
6330583M11RIK	2.2	0.8	0.0	2.1	0.0	0.0
6330589A16RIK	2.1	0.0	0.0	0.0	0.0	3.7
6332401O19RIK	1.5	0.3	0.0	0.0	0.0	1.2
6430402F21RIK	5.6	3.1	4.3	9.2	3.7	2.9
6430402H23RIK	0.2	0.0	2.2	0.0	1.5	0.8
6430402L23RIK	136.3	114.5	34.7	152.1	138.0	132.8
6430403C09RIK	11.9	10.4	17.9	2.6	10.3	4.8
6430404H03RIK	0.0	1.6	0.1	3.9	2.3	0.0
6430407D20RIK	53.2	28.2	30.5	52.2	5.7	14.1
6430407L02RIK	57.7	55.6	180.8	59.9	46.0	60.7
6430411K18RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430502M16RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430503K07RIK	0.0	0.2	0.1	1.6	0.1	1.5
6430504C03RIK	4.0	0.0	2.2	2.3	2.5	3.6
6430509H20RIK	0.0	0.0	0.0	6.0	0.0	0.0
6430510M02RIK	62.8	64.1	365.7	34.5	65.4	103.8
6430511F03	44.1	88.4	35.0	81.4	625.9	79.4
6430514E02RIK	2.8	0.0	2.3	2.2	1.4	1.7
6430514E13RIK	11.2	9.0	11.1	11.3	3.6	8.0
6430514I22RIK	1.3	2.1	0.3	2.3	1.9	8.7
6430514L14RIK	0.0	1.5	0.0	0.0	2.1	2.5
6430517E21RIK	0.0	0.0	0.0	0.0	0.0	0.5
6430517G15RIK	6.2	1.6	6.6	11.6	7.9	7.2
6430518D03RIK	0.0	0.2	0.0	0.0	0.0	0.5
6430518K01RIK	0.0	0.0	1.0	0.1	0.0	3.7
6430519M23RIK	8.1	7.6	20.6	9.8	0.7	4.2
6430519P13RIK	4.8	4.2	1.9	5.1	2.1	0.0
6430521C12RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430524C05RIK	334.3	419.9	439.4	379.5	540.9	367.1
6430524E21RIK	0.0	1.9	0.0	0.0	0.1	0.0
6430526J12RIK	0.9	0.0	0.0	2.9	2.1	2.4
6430526N21RIK	6.1	8.8	14.6	6.3	17.9	23.4
6430526O11RIK	8.0	6.3	6.2	3.5	1.7	6.0
6430527G18RIK	283.2	230.7	253.6	55.5	42.3	162.9
6430530L21RIK	0.0	0.0	1.2	0.9	0.0	0.8
6430531B16RIK	0.0	0.0	4.0	0.0	0.0	0.0
6430531D06RIK	0.5	2.8	4.3	4.3	3.7	4.0
6430531H12RIK	0.9	2.7	2.2	1.3	0.0	3.9
6430537F04	0.0	0.0	0.0	0.0	0.7	0.0
6430537H07RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430540A14RIK	14.3	6.9	3.2	4.4	0.4	2.4
6430540M20RIK	96.1	108.4	141.6	72.2	84.8	78.9
6430544A07RIK	0.0	0.9	0.0	0.0	0.0	2.6
6430544C07RIK	4.2	0.7	5.2	4.4	1.4	1.0
6430548G04	0.0	0.0	0.0	0.0	0.6	0.0
6430548M08RIK	33.2	35.6	36.3	117.4	413.7	77.3
6430548O12RIK	0.8	2.6	3.0	3.3	3.7	0.0
6430550D23RIK	0.8	0.0	1.3	0.7	0.0	0.0
6430550H21RIK	0.0	0.0	2.5	15.8	0.7	0.0
6430553K24RIK	1.1	0.3	0.0	0.4	9.1	1.4
6430553M21RIK	0.1	1.5	3.6	6.4	0.2	0.0
6430553P18RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430557N21RIK	5.1	3.9	0.0	6.1	1.6	7.2
6430558H08RIK	3.3	0.3	6.2	0.0	2.2	0.0
6430561B16RIK	2.7	0.3	2.6	0.0	0.1	2.3
6430562A12RIK	70.5	53.2	109.6	39.5	16.1	27.2
6430567L13RIK	4.7	6.6	5.1	9.4	2.3	0.9
6430571H07RIK	0.0	0.0	1.3	0.6	0.0	2.0
6430571L13RIK	4.1	0.0	0.9	5.3	2.8	0.0
6430573D20RIK	6.6	8.1	3.1	1.5	0.5	6.9
6430573F11RIK	4.2	0.0	0.0	3.4	4.1	6.1
6430573H23RIK	66.3	44.2	133.9	172.9	25.1	43.3
6430574F24RIK	1.2	0.6	2.8	2.9	3.7	0.8
6430575F08RIK	0.0	3.5	0.0	0.0	3.5	0.0
6430578G21RIK	10.9	8.0	10.1	0.0	0.6	0.0
6430587E11RIK	2.1	1.4	3.7	0.7	2.9	1.9
6430590A07RIK	9.6	8.0	20.3	8.6	5.2	8.8
6430590A10RIK	0.0	0.7	0.0	0.0	1.6	0.0
6430590I03RIK	66.9	52.8	25.7	20.5	41.9	38.0
6430594K11RIK	2.0	4.9	1.4	9.5	4.4	2.3
6430598A04RIK	0.0	2.4	2.7	2.7	2.1	0.0
6430598J10RIK	0.0	0.0	0.0	1.0	0.0	0.0
6430601O08RIK	0.0	0.0	0.0	0.0	0.0	0.0
6430605C03RIK	0.5	0.0	4.6	2.4	0.0	0.0
6430628N08RIK	0.0	0.0	0.7	2.0	1.5	1.9
6430628O11RIK	25.0	9.5	29.7	17.7	15.3	13.7
6430702L21RIK	2.0	0.0	0.0	1.5	0.0	0.0
6430704M03RIK	3.0	4.4	3.3	10.8	0.7	6.9
6430706D22RIK	81.2	120.4	126.3	446.8	304.1	184.4
6430709H04RIK	0.4	0.0	2.8	0.5	0.0	0.0
6446580_236	0.0	1.7	0.0	2.5	0.7	0.5
6446580_669	0.0	0.1	1.6	2.3	0.5	0.0
6446580_744	2.1	1.5	1.2	4.2	2.7	0.0
6446580_744_RC	0.0	0.0	0.0	2.0	2.7	0.0
6530401D06RIK	14.6	16.5	20.8	25.6	13.0	16.4
6530401D17RIK	0.0	2.0	1.3	0.0	1.4	1.0
6530401I16RIK	2.6	6.0	1.4	3.7	5.7	4.7
6530401N04RIK	4.6	5.7	2.0	5.1	4.0	5.3
6530401O14RIK	33.2	18.2	18.0	12.1	9.0	9.5
6530401P13	0.0	0.0	0.0	0.0	0.0	0.7
6530402D11RIK	0.0	0.0	1.6	0.0	0.0	0.0
6530402E24RIK	3.8	0.0	1.2	0.0	0.0	0.0
6530402F18RIK	1.1	1.9	2.0	4.3	4.6	1.7
6530403A03RIK	3.3	2.7	5.3	3.4	2.0	3.7
6530403H02RIK	0.0	0.0	0.0	1.0	0.0	0.0
6530403M18RIK	0.0	1.2	3.2	0.0	2.3	0.0
6530404N21RIK	35.7	32.1	18.6	15.0	25.9	30.5
6530404N23RIK	1.7	0.0	2.9	0.0	0.6	0.6
6530405K15RIK	3.3	2.7	7.3	5.8	4.3	6.1
6530406A20RIK	19.6	14.4	32.3	16.9	18.6	16.0
6530406M24RIK	1.8	5.2	3.5	3.9	1.9	2.8
6530409C15RIK	2.1	2.5	2.4	5.8	3.3	3.8
6530409L22RIK	0.0	0.8	2.4	0.0	0.5	0.0
6530413F01RIK	4.6	1.6	2.2	2.9	0.0	2.5
6530415H11RIK	15.7	13.9	21.5	27.0	51.4	20.6
6530418L21RIK	0.9	1.3	2.8	0.1	3.2	0.6
6530421E24RIK	5.6	0.8	2.2	0.0	0.0	2.3
6530437J22RIK	6.7	1.4	4.4	8.3	2.1	5.5
6530439I21	1.0	0.0	6.6	0.0	7.6	8.4
6530440K01RIK	4.0	0.9	4.5	10.9	2.4	4.2
6530443I23RIK	2.2	0.0	1.7	9.2	0.5	3.4
6620401C13RIK	4.4	5.9	10.4	0.2	5.0	6.0
6620401K05RIK	50.2	42.1	65.8	39.8	44.9	56.0
6620401M08RIK	3.9	3.0	3.5	4.6	16.7	5.0
6720401G13RIK	2.0	0.6	0.0	0.5	4.0	0.1
6720402K17RIK	1.8	2.7	1.5	5.3	2.5	6.1
6720406L13RIK	41.1	26.8	39.3	41.3	5.1	25.1
6720407D17RIK	0.9	1.6	0.2	0.0	3.6	0.0
6720407G21RIK	6.8	6.2	7.3	0.5	7.2	3.2
6720416L17RIK	0.0	0.0	0.9	2.0	0.5	1.2
6720418B01RIK	43.3	22.5	44.0	3.4	7.7	17.6
6720422M22RIK	0.0	0.0	0.0	3.6	0.0	0.0
6720426B09RIK	0.7	0.0	2.8	0.0	0.0	3.1
6720426O10RIK	0.7	3.2	0.0	2.1	1.5	1.8
6720427H10RIK	20.6	15.5	51.3	9.1	19.6	10.0
6720431C02RIK	3.9	3.1	4.8	5.8	3.6	2.3
6720435I21RIK	0.0	0.6	0.4	3.3	3.7	0.0
6720436C02RIK	0.2	2.7	0.0	0.1	2.3	0.1
6720451B01RIK	0.0	0.0	0.6	0.0	0.0	0.0
6720451B11RIK	1.3	0.0	9.1	2.6	0.5	0.0
6720453O12RIK	0.0	0.2	0.0	0.4	0.0	0.0
6720456B07RIK	1042.4	1064.1	978.4	865.2	1548.4	1378.0
6720456H20RIK	3.7	8.1	5.4	6.1	11.6	5.9
6720456J01RIK	5.9	0.0	6.3	0.7	3.2	0.0
