	SC	BMC
1110018J23RIK	9.54466509714e-05	-4.82920856099e-06
1110018M03RIK	-2.37482136132e-05	-2.37176869374e-05
1110018N20RIK	-7.16083546539e-05	-1.76111614665e-06
1110019B22RIK	4.78158149405e-05	8.78667707693e-06
1110019K23RIK	-8.69814914325e-05	6.11621816659e-06
1110019N10RIK	0.000346643290735	-0.00043931428174
1110020A21RIK	-7.91607120439e-06	-5.61757450697e-06
1110020C03RIK	-1.90644766603e-05	-3.19784253453e-05
1110020C17RIK	-3.7646528828e-05	0.000107446015815
1110020G09RIK	-0.00010233257081	-0.000672058679396
1110020N13RIK	-5.48882108847e-05	4.13076352843e-05
1110020P15RIK	0.0133624866488	0.00429927651593
1110021J02RIK	0.00260060176967	0.000933706224795
1110021L09RIK	3.38492407747e-05	-7.1186097508e-05
1110021P09RIK	1.69110942499e-05	1.42738822367e-05
1110025H03RIK	-5.90937336576e-05	-9.55305351932e-05
1110025L11RIK	-5.54101882052e-06	2.75948071181e-05
1110027O12RIK	1.06241832511e-05	4.65296865081e-05
1110028A07RIK	8.39670333918e-06	2.12462140021e-06
1110028C15RIK	-2.4229055274e-05	-4.00786672206e-05
1110028F11RIK	9.31269871623e-06	2.50387332868e-05
1110029I05RIK	-0.000467843260699	-0.0148855883673
1110029L17RIK	-0.00577966855456	-0.00963606525848
1110031B06RIK	6.08596745823e-05	7.63258696736e-05
1110031B11RIK	-4.77024964148e-06	-0.000110489745958
1110031I01RIK	-0.000205364838807	-0.000248599043179
1110031I02RIK	-0.00013459839849	-0.000128194368762
1110032A03RIK	-3.82291070932e-05	8.10861192374e-05
1110032A04RIK	-2.61062014082e-06	-7.84869779306e-06
1110032A13RIK	0.00243402750124	0.0107640087874
1110032D16RIK	5.34789665693e-05	1.4697947114e-05
1110032E23RIK	0.000150026229993	8.46019926283e-07
1110032F04RIK	-1.06614024947e-05	-9.23180612862e-06
1110033C18RIK	-0.000126128048932	-0.000131968292573
1110033F04RIK	7.88724385075e-07	-6.09600316579e-05
1110033K02RIK	6.64906196046e-05	-4.73555085454e-06
1110033L15RIK	4.14318823194e-05	5.09390875956e-05
1110033M05RIK	0.0001892269516	-0.000119343037554
1110033O09RIK	-0.000102405368894	2.30350171581e-05
1110034A24RIK	0.000205496836982	-0.000821795695568
1110034B05RIK	1.13246245646e-05	5.92004676311e-05
1110034G24RIK	0.000122507836944	-0.000238254458472
1110034O24RIK	0.00136978603175	-0.00284230413003
1110035H17RIK	0.000282241027079	-8.26696596674e-05
1110036D12RIK	-3.13255475861e-06	-0.000269960784378
1110036O03RIK	-3.73536688143e-06	1.31717925605e-05
1110037F02RIK	-0.000730471211893	-0.000165029298099
1110037J23RIK	4.61137012808e-05	1.8206643822e-06
1110037P13RIK	-0.00022053424965	-0.00222056285436
1110038B12RIK	0.00417417486589	0.00514278830164
1110038D17RIK	-0.00245821979667	-0.00370043647707
1110038F14RIK	-0.00026192773667	-3.89762982526e-05
1110038G02RIK	8.63560151161e-05	-0.00091296260972
1110039B18RIK	0.000872563434123	-0.000151571385871
1110046J11RIK	0.00462814846535	0.0058818879095
1110048D14RIK	0.000122541145184	-0.000117975425239
1110049B09RIK	6.14886975001e-05	-5.00362491543e-06
1110049F12RIK	0.00105235780931	-0.00226353458779
1110049L02RIK	1.1120233441e-05	2.22686714295e-05
1110049N09RIK	-2.24682459281e-05	7.93532329028e-05
1110050B14RIK	1.73727135412e-05	-5.65008853183e-05
1110051N18RIK	-2.11218326164e-05	-2.8252715421e-05
1110054B14RIK	-0.000147971741666	-1.90527482998e-05
1110054H05RIK	-9.1118523376e-06	-0.00027657441956
1110054O05RIK	0.000170092870933	-0.000126422666398
1110054P19RIK	-1.56341056699e-05	4.90978691572e-05
1110055N21RIK	0.00103810268862	-0.000167778860924
1110057K04RIK	0.000875035870365	0.000954534834188
1110057P08RIK	3.1458215629e-06	-4.41904224476e-05
1110058L19RIK	0.00243571664477	-0.00178426902662
1110059E24RIK	0.00152818590327	0.00205706249128
1110059G02RIK	6.41110974423e-05	0.00041640128839
1110059G10RIK	-0.000608536722471	-0.000218659299773
1110059H15RIK	5.66147962765e-06	1.91920057859e-05
1110059M19RIK	3.22821803359e-05	1.20053152274e-05
1110059P08RIK	0.000233971473863	0.000215631544944
1110062G22RIK	-2.69977904039e-05	-0.000161293876756
1110062M06RIK	0.0011473908009	0.000709786863483
1110064P04RIK	-4.84680845064e-05	9.4545046628e-05
1110065P20RIK	-0.000216032109535	6.27477459397e-05
1110067B18RIK	-0.00174786756415	-0.000425155415915
1110067D22RIK	-7.76781650193e-05	-0.00017972340195
1110068E08RIK	0.00264945213185	0.00182941819043
1110069O07RIK	-3.2723988068e-05	3.2898046623e-05
1110070O15RIK	-0.000233786507208	-0.000100644708588
1190002A17RIK	0.000329474695608	0.000412238809202
1190002F15RIK	0.00137225602434	-0.00562131553299
1190002H23RIK	-0.0651137171321	-0.0315421163291
1190002N15RIK	5.98856968251e-05	9.9452528462e-05
1190003J15RIK	5.83688776481e-06	-1.13182208968e-05
1190003K10RIK	4.811189673e-05	-4.25520230242e-05
1190003M12RIK	-8.53629116247e-05	-7.28079062463e-05
1190004M23RIK	-7.73491170578e-05	2.25031900304e-05
1190005F20RIK	0.00321645432082	0.00172829717879
1190005I06RIK	-1.33584812721e-05	2.81268747506e-05
1190005N23RIK	-5.52748499331e-05	0.000465448837011
1190007F08RIK	1.89512857897e-05	-0.0176725151227
1190007I07RIK	0.00162277246043	0.00145750508887
1190008K20RIK	-0.000627028235189	-0.00491953216389
1190009E20RIK	0.00155806836199	-0.000785118281385
1190012C08RIK	-0.00442529080368	-0.000892818506859
1190017O12RIK	0.0070164227179	0.0020071935602
1190020J12RIK	5.73108894676e-05	-0.000265676081019
1190028D05RIK	3.14541586848e-05	2.74734977581e-05
1190028F09	0.00101593127902	0.00138514935226
1200002N14RIK	0.0023474383012	0.00392234764975
1200003C05RIK	0.000422265616717	0.0025106000368
1200003E11RIK	-4.11849385386e-05	2.8380365205e-05
1200003I07RIK	-0.00195071222377	-0.00062336178774
1200003N10RIK	-5.96239981829e-05	6.37364102328e-05
1200007C13RIK	-1.15478113256e-05	-0.00011725864969
1200008A14RIK	-1.61816711146e-06	-4.75748446375e-05
1200008N06RIK	-5.4703746062e-05	8.47948903507e-05
1200009F10RIK	9.13866849828e-07	1.33675462439e-05
1200009I06RIK	-9.3014406331e-06	5.18213614547e-05
1200009O22RIK	3.54785185245e-05	4.87349153844e-05
1200011A11RIK	-4.90356463199e-05	3.36421121992e-05
1200011I18RIK	0.000104484866703	-9.40589792867e-05
1200011M11RIK	-6.23613928177e-05	-2.00666143324e-05
1200011O22RIK	0.00142460163328	-0.000666540081814
1200012P04RIK	-7.92103485614e-05	4.34607501786e-05
1200013B08RIK	0.0120635494105	0.028584106857
1200013F24RIK	-6.384876126e-05	-2.30186970745e-05
1200014J11RIK	0.00427755576933	0.00161274672547
1200014P05RIK	3.91556218145e-05	3.73800881294e-05
1200015F23RIK	0.00040043574511	-3.70617000038e-05
1200015N20RIK	-2.4141197394e-05	8.19911895989e-06
1200015P04RIK	-9.72801463423e-05	-5.61888655051e-05
1200016B10RIK	-0.00135882082548	-0.000788034365957
1200016C12RIK	-1.58396038905e-05	0.000123367307561
1200016D23RIK	-0.000243836441948	1.25292888644e-05
1200016E24RIK	-0.00312839056593	-0.00762887382903
1200016G03RIK	0.000208043255042	-5.41110261646e-05
1200016L19RIK	2.00207307631e-05	6.60164808106e-06
1300001I01RIK	9.91295269041e-05	-9.49143106743e-05
1300002E11RIK	-9.4674488741e-05	-5.75459698094e-05
1300002K09RIK	1.79688332234e-05	7.87164848671e-05
1300003B13RIK	3.65546739931e-06	-5.35937813417e-05
1300003O07RIK	4.58550773231e-05	3.50885103362e-05
1300006C19RIK	-0.00390217782468	-0.000308547957769
1300007F04RIK	5.41842334242e-05	3.71765192168e-05
1300007L22RIK	1.13158201647e-05	5.70807282902e-05
1300010F03RIK	-0.000147828457716	0.000127441503113
1300010M03RIK	-8.70209083501e-06	3.33611196948e-05
1300011L04RIK	0.000143669212997	5.61088058135e-05
1300012G16RIK	-2.70467671875e-05	-2.07168273671e-05
1300013B24RIK	-0.000611471209	0.00015811666567
1300013D05RIK	-0.000268685844687	-3.59108933102e-05
1300013F15RIK	7.76786822354e-06	8.51401147486e-05
1300013J15RIK	3.93213817785e-06	1.20384424071e-05
1300014I06RIK	0.000978569170765	0.000133651255612
1300015D01RIK	-3.28238038467e-05	-0.000121451405152
1300017J02RIK	-0.000769831270751	-0.025192609532
1300018I05RIK	-0.00601834771776	0.00330343158775
1300018I17RIK	-1.54745754721e-05	0.000241718339568
1300018J18RIK	0.000381464317883	0.000791564944718
1500001A10RIK	1.0509468773e-05	-4.8631212998e-06
1500001E21RIK	-0.00592363430518	-0.00588237444546
1500001L15RIK	-0.00497366106226	0.00203289977293
1500001M20RIK	0.000965541990092	-1.48678522512e-06
1500002C15RIK	-4.29352543897e-05	-1.78223969639e-05
1500002K03RIK	2.20332409041e-05	6.67324436109e-05
1500002O10RIK	-2.93026979668e-05	-0.000127259765318
1500002O20RIK	2.69046643747e-05	-0.000152150385292
1500003O03RIK	-0.000257614987314	5.04483848964e-05
1500003O22RIK	0.000298040891901	0.000333556648958
1500004F05RIK	-0.000931205574468	0.000281617675154
1500005C15RIK	-0.000116021151804	8.94109246412e-05
1500005I02RIK	0.000153935014885	-3.6421945637e-05
1500005K14RIK	0.000392805769919	0.00504870701129
1500005N04RIK	-0.000938468377566	-8.78957252929e-06
1500009K05RIK	3.19793313065e-05	1.05084056601e-05
1500009L16RIK	5.75252006563e-05	9.92448045454e-05
1500010G04RIK	-0.000540411229974	-0.00103891325111
1500010J02RIK	0.000445370229856	-0.00192989140715
1500011B03RIK	0.0010746480548	0.000390351478093
1500011H22RIK	0.000728963561336	0.000267801753669
1500011J06RIK	2.50087540771e-05	-2.3659102946e-05
1500011K16RIK	0.00133625145159	-0.000110041904089
1500012F01RIK	0.000104164686061	0.00345208816401
1500012K07RIK	-5.20380674766e-06	1.00152248514e-06
1500012M23RIK	-6.71492528208e-05	3.51185098918e-05
1500015A07RIK	-3.94836505121e-05	-6.24870587989e-05
1500015G18RIK	2.75101891124e-05	-0.000257645896332
1500015L24RIK	-2.07569767287e-05	-4.53808728909e-05
1500015O10RIK	7.86914895061e-06	6.81482159412e-05
1500016O10RIK	4.56615550223e-06	-1.39713197126e-05
1500019C06RIK	-0.000102026903475	-0.000139133738863
1500019G21RIK	-0.000784641735263	-0.0001628348026
1500026H17RIK	3.98510352905e-06	2.24446924395e-05
1500031H01RIK	2.36027525267e-05	1.63598824406e-05
1500031K13RIK	-9.50793102344e-05	-6.54663032859e-05
1500031L02RIK	0.00369712404922	0.011096666353
1500032D16RIK	0.00240219250468	0.00311705122961
1500032L24RIK	0.00819743266328	-0.000192110860874
1500032P08RIK	-0.000117179095858	-4.09531624493e-05
1500034J01RIK	-0.00406985921645	-0.000480547116757
1500034J20RIK	3.23355076813e-05	6.79712571504e-05
1500035H01RIK	4.4612715627e-05	-3.83243186303e-06
1500035N22RIK	-4.41429030838e-05	-2.14519760745e-05
1500041B16RIK	-0.000126581145782	9.98312571868e-05
1500041J02RIK	-0.00127592043688	-7.16776613128e-05
1500041N16RIK	-8.7278492751e-07	-0.000535228663809
1520401A03RIK	3.73893044203e-05	1.18045646151e-05
1520402A15RIK	9.81596686862e-05	-3.90751326415e-05
1520402A20RIK	-0.000776061491396	-6.68604838857e-06
1600002D24RIK	-1.47812674394e-05	3.19704454122e-05
1600002H07RIK	-4.19226549537e-07	-0.000103496156323
1600002K03RIK	0.00116729811048	0.000484923885971
1600010O03RIK	-4.80444864869e-05	3.94968606964e-05
1600012F09RIK	-2.1688924427e-05	2.46540721867e-05
1600012H06RIK	0.000208495631345	0.000376310581459
1600012K10RIK	-3.40979173419e-07	-6.05342729175e-05
1600012P17RIK	-5.73356452457e-05	6.75095700911e-05
1600013E24RIK	1.4481992723e-06	-0.000141276324933
1600014C10RIK	0.00051312198144	0.000280039178065
1600014C23RIK	8.49371821984e-05	-3.7984895477e-05
1600014K23RIK	-0.000177823722227	-4.46677919828e-05
1600016N20RIK	-0.000677039921652	-1.93719175226e-05
1600017E01RIK	-0.000133357198571	-0.000181983017319
1600020E01RIK	-1.935971052e-05	-3.68233376118e-06
1600021P15RIK	-2.05854028786e-06	6.90041198215e-06
1600023H17RIK	-0.000130479961237	-2.38729486778e-05
1600023N17RIK	-3.5566994503e-05	-3.82718415533e-05
1600025M17RIK	-3.05167150568e-06	-6.24227649787e-06
1600027N09RIK	5.57200496353e-05	-0.000111193175894
1600029D21RIK	-3.73293636061e-05	8.94791099806e-06
1600029I14RIK	8.86660953627e-05	-9.31645286954e-05
1600029O10RIK	2.04243198507e-05	-0.000222420960401
1600032L17RIK	-3.02139718276e-05	-1.92770378838e-05
1620402D19RIK	7.34200468501e-06	5.69534194466e-05
1700001C02RIK	-1.28279233975e-05	-5.4523436081e-05
1700001C07RIK	7.76347683562e-06	5.53884580833e-05
1700001C14RIK	-2.08152269906e-05	4.55218679525e-06
1700001C19RIK	7.50406987136e-06	-3.91317850267e-05
1700001E04RIK	6.8570824943e-06	1.02287227411e-05
1700001E18RIK	-5.32598049981e-05	2.92706528716e-05
1700001G17RIK	0.000172048802978	9.65450033458e-05
1700001J03RIK	1.57701714706e-05	-0.00014251429861
1700001J11RIK	0.000103757863632	8.11754376119e-05
1700001K23RIK	-1.04076134953e-06	-3.4670092682e-05
1700001L05RIK	-4.35829820156e-07	-4.02553324813e-05
1700001L19RIK	2.67989180147e-05	-2.39904533542e-05
1700001O11RIK	-1.89297958295e-05	-6.08608977786e-06
1700001O22RIK	1.21650607816e-05	3.875220712e-05
1700001P01RIK	-0.000138655175004	-9.61742652615e-05
1700003B17RIK	-0.000182572686941	0.000184850940603
1700003E16RIK	-1.37150407355e-05	-0.000135118321196
1700003F12RIK	1.33119211143e-05	-3.7778174981e-05
1700003H04RIK	-3.78137225628e-05	-2.34564995296e-05
1700003M02RIK	2.28466712457e-06	-3.69757983192e-05
1700003N22RIK	-4.67987206498e-05	-1.14972955891e-05
1700006A11RIK	3.1462386538e-05	2.12116232207e-05
1700006E09RIK	-2.54164329738e-05	5.5149703646e-05
1700006H02RIK	-3.1729286225e-06	8.18297819287e-06
1700006H03RIK	-1.03784883644e-05	5.37378426654e-05
1700006J14RIK	0.000108596966857	0.000270911085786
1700007B13RIK	-1.49575968039e-05	-5.74873389406e-05
1700007B14RIK	-0.000101156510383	4.10873817896e-05
1700007E06RIK	7.08422133709e-06	-3.91753459203e-05
1700007K09RIK	-1.78867955165e-05	9.84117440362e-05
1700007K13RIK	3.68051686107e-05	1.37533631868e-05
1700007N01RIK	9.84585273463e-05	-5.1672201531e-05
1700007N14RIK	-1.91684747714e-05	-1.60101467877e-07
1700007P14RIK	6.69151400019e-05	-0.000262079412849
1700008E09RIK	1.82773369966e-06	-5.20752721343e-05
1700008E11RIK	-6.88979050317e-06	3.24826769805e-05
1700008F19RIK	9.89516988057e-05	3.60500907823e-05
1700008H02RIK	-0.000631096672917	-0.000289621334908
1700008I05RIK	-2.87528123296e-05	0.000107515518532
1700008J08RIK	0.000110530212083	-7.81018748202e-06
1700008O03RIK	1.41068244722e-05	-5.96916149375e-06
1700008P02RIK	-7.51440645326e-06	7.00197714887e-05
1700008P20RIK	8.71144816148e-06	3.70563319501e-05
1700009C05RIK	5.83859504882e-06	-0.000138932034213
1700009J07RIK	2.86368962405e-05	1.23409208299e-05
1700009N14RIK	-1.4524694071e-06	-1.10210033645e-05
1700009P03RIK	0.000102805604643	0.000228678637837
1700009P13RIK	0.000161130066082	0.000141349621777
1700009P17RIK	0.000136616091012	-0.000166676985429
1700010A01RIK	-0.000110994204894	0.000132240077412
1700010B08RIK	7.23538959468e-05	-1.55042879817e-05
1700010C24RIK	2.80102672571e-06	-6.5704385707e-05
1700010D01RIK	3.1458215629e-06	1.37222104295e-05
1700010H15RIK	3.57405132986e-05	-6.40496435285e-05
1700010H22RIK	-1.38379844858e-05	-5.06411335639e-05
1700010I14RIK	7.31093479862e-06	-3.20202935755e-07
1700010L04RIK	2.68327689328e-05	1.63200096527e-05
1700010M06RIK	1.68346406507e-05	1.19542643535e-05
1700010M22RIK	-1.54833934835e-06	-5.42641363957e-06
1700011E24RIK	3.130224987e-05	-9.97580147326e-05
1700011H14RIK	1.69866592953e-05	-4.37387811672e-05
1700011H22RIK	9.43579937941e-07	-7.59617003459e-05
1700011I03RIK	5.82509913499e-05	-2.15267465004e-05
1700011J10RIK	0.000605647184358	-0.000977401302383
1700011L22RIK	-7.27076688124e-06	-9.9256447166e-05
1700011M02RIK	-1.50520413545e-05	0.000127041305963
1700012A03RIK	3.8944852073e-05	6.34180809947e-05
1700012B07RIK	-2.92706142779e-05	5.36234471562e-06
1700012B09RIK	8.99589869681e-05	-2.97155265956e-05
1700012B15RIK	1.42591497988e-05	-6.11019567417e-06
1700012C15RIK	-1.03784883644e-05	-2.71320681979e-06
1700012F10RIK	-3.36285076855e-05	1.33765004605e-05
1700012F11RIK	-5.11581314138e-05	2.35895447078e-05
1700012H05RIK	4.56933424914e-07	1.85684973511e-05
1700012H17RIK	8.94162995605e-06	1.49082074373e-05
1700012K20RIK	-7.22433605053e-05	7.43166941198e-05
1700012L04RIK	-0.000123173432599	-0.000195610339927
1700012M13RIK	3.571736478e-05	-5.29878449469e-06
1700012M14RIK	-1.04076134953e-06	4.58881121179e-06
1700012O15RIK	-0.000112553734221	5.50426985601e-05
1700012P22RIK	-3.82582324864e-05	-3.9782563097e-05
1700013A01RIK	-0.00145087161325	-0.000534409578785
1700013B16RIK	-6.49104591877e-05	3.09152421387e-05
1700013D24RIK	-2.58617704153e-05	-1.33910251503e-05
1700013E18RIK	2.38756342513e-05	-2.4865547418e-05
1700013G10RIK	-0.00174205132848	-0.000348285820508
1700013G24RIK	-6.86274918629e-05	-0.000125417662088
1700013H16RIK	8.34784705653e-06	-2.88182642179e-06
1700013N18RIK	-9.00546213473e-05	-3.70884280355e-05
1700014B07RIK	-2.08019789013e-05	3.64414442507e-05
1700014D04RIK	-0.000118051751741	-5.59122863881e-05
1700014N06RIK	5.66247881322e-05	2.45489345786e-05
1700015E05RIK	-0.000493696872074	-0.00021175651479
1700015E13RIK	1.48615527476e-05	-0.00022232484927
1700015F03RIK	-1.66291991813e-05	-1.39009304351e-05
1700015L13RIK	-9.69838525457e-05	-0.000176996279937
1700016A15RIK	0.000137726616458	-8.64691483467e-05
1700016B15RIK	-2.69798622813e-05	-3.40029187549e-05
1700016C15RIK	-2.46222073381e-06	6.66556477734e-05
1700016D02RIK	0.000119124719919	1.44779298986e-05
1700016D06RIK	-0.000111309279907	5.36306784198e-05
1700016G05RIK	-5.22405630915e-05	-9.01829077428e-05
1700016H13RIK	-3.57638056526e-06	1.66117687851e-05
1700016J18RIK	4.51293382588e-05	-0.000122663706361
1700016K19RIK	-4.94139348262e-05	-2.88182642179e-06
1700016L21RIK	2.04476021533e-05	-6.70604846159e-06
1700016M24RIK	3.34794454549e-05	-1.6965660996e-05
1700017B05RIK	-1.9027228668e-05	-7.01498651571e-05
1700017D01RIK	3.7330630873e-05	-3.66795902611e-05
1700017G19RIK	-5.52984734725e-06	1.7114028934e-05
1700017N19RIK	-1.10069476877e-06	2.8640423675e-05
1700018C11RIK	-1.54936669061e-05	4.39091513182e-05
1700018F24RIK	4.67871011135e-05	4.00608994055e-06
1700018G05RIK	-4.07794065743e-05	4.08419559959e-05
1700018L24RIK	-0.000106152959448	6.85422527448e-05
1700019D03RIK	-4.32588234399e-05	8.92807733701e-06
1700019E19RIK	0.000152020701661	0.000128615370393
1700019G17RIK	6.3597048519e-05	-4.17621879997e-05
1700019H03RIK	-0.000161481361545	0.00045917524106
1700019J19RIK	-5.95373072277e-05	0.000168557056527
1700019L03RIK	1.66521600065e-06	-5.26768376517e-06
1700019N12RIK	-1.2726771715e-05	6.11601190916e-05
1700019N19RIK	-6.47421291023e-06	7.29182677054e-05
1700019O17RIK	9.11955452283e-06	-0.000155168990943
