	SC	BMC
4933403G14RIK	9.94880591972e-05	0.000157059438017
4933403G17RIK	5.94013452388e-06	1.93532014482e-06
4933403K19RIK	-8.05916143721e-05	3.20647014331e-05
4933403O08RIK	0.000110512160979	1.49278353345e-05
4933403O12RIK	-5.85603764818e-05	-0.000101739634389
4933404A18RIK	-1.21334919173e-05	2.28972382999e-05
4933404G15RIK	-1.95483916116e-06	3.70726520337e-06
4933404K08RIK	-0.000208279380285	-6.14374198185e-05
4933404M02RIK	-0.000144034388033	-0.00454002380786
4933404O12RIK	-1.50974751039e-05	-4.76890457925e-05
4933405I11RIK	-8.68405773224e-05	-3.29932668239e-05
4933405K21RIK	-0.000241084145534	-9.61276247204e-05
4933405L10RIK	0.000123321572339	-9.03809936011e-06
4933405O20RIK	0.000132131944826	-6.19039828605e-05
4933405P16RIK	0.000214215815322	-0.000119613004739
4933406B17RIK	2.56785832681e-05	-0.00011394539283
4933406C08RIK	-2.77517680091e-05	1.24314177669e-05
4933406E20RIK	1.14218182831e-05	6.80432523601e-05
4933406G16RIK	-3.11354650931e-05	-8.10314098027e-06
4933406I18RIK	0.000110103199598	2.31392265561e-05
4933406J08RIK	-1.5611420243e-05	4.01193299589e-05
4933406L05RIK	-4.05138338404e-05	-2.87281336087e-05
4933406L09RIK	-1.21085824725e-05	-3.92095049177e-05
4933406M09RIK	1.13311442797e-05	-6.11085336361e-05
4933406P04RIK	-5.52280177106e-05	2.45154380807e-05
4933407C03RIK	-0.00494943709194	-0.0036551560158
4933407H18RIK	-6.78994525606e-05	-9.59466430469e-05
4933407I08RIK	0.000191600985298	-0.000179946244031
4933407I18RIK	2.957050065e-05	-8.17539936998e-06
4933407L21RIK	-6.90670616955e-05	1.02740549413e-05
4933407L23RIK	-0.00480475761831	-0.000340359223857
4933407M15RIK	-7.5390272802e-05	0.000107106451637
4933407N01RIK	0.00170401552219	-0.00129503849761
4933407P14RIK	0.000217825926168	7.09633681187e-06
4933408B17RIK	-1.68216513093e-05	2.83254720853e-05
4933408F15	-3.44641679604e-05	-2.51563661498e-05
4933408G09RIK	1.25832862516e-05	7.44051921112e-05
4933408J17RIK	3.36852001177e-05	4.40302493733e-06
4933408N05RIK	-2.1070909406e-05	2.57522535741e-05
4933409F16RIK	0.000201915344901	3.31124852339e-05
4933409G03RIK	7.09858344495e-06	-0.00011554930426
4933409K12RIK	-1.8988372221e-05	-9.20747882981e-06
4933409L06RIK	-0.000531693191051	-0.000279966090514
4933409N07RIK	1.14103157037e-05	5.51159460794e-05
4933411B03RIK	-0.000130723446081	0.000104398719842
4933411D12RIK	-0.000923282359684	-0.00229814415887
4933411G06RIK	2.69031372634e-05	-7.36974880382e-05
4933411K16RIK	3.50491174882e-05	0.00011510733588
4933411K20RIK	0.00220854478206	0.000880828392648
4933412A02RIK	-7.78377807675e-05	-6.74271908839e-05
4933412A06RIK	-6.54115669311e-05	-0.000104779283469
4933412A08RIK	-2.19512231968e-05	-7.82741121339e-08
4933412E12RIK	0.00143670130506	0.000416840085988
4933412E14RIK	5.31340929241e-05	-3.98911927413e-05
4933412E24RIK	6.06931859278e-05	-4.19986640412e-06
4933413A10	-9.43431445776e-07	5.12005040652e-05
4933413B09RIK	7.67578240936e-05	3.85653775935e-06
4933413G11RIK	-2.21640752821e-05	-3.45280456118e-05
4933413G19RIK	-1.25798779019e-05	2.04574454822e-05
4933413H15RIK	8.23193743004e-05	-4.48714955282e-05
4933413J09RIK	3.70467718668e-05	9.25569062243e-06
4933414E15RIK	2.57956257952e-05	8.07658077225e-06
4933414I15RIK	-3.32867378469e-05	-6.2850564253e-05
4933415A04RIK	-3.00620197875e-05	4.5089184984e-05
4933415I03RIK	1.16446953564e-05	1.01181507805e-05
4933416C03RIK	-5.25230863496e-05	0.000121733954495
4933416E05RIK	3.32311642416e-06	3.44128811083e-05
4933416G09RIK	-3.57743986021e-05	5.26072977577e-05
4933416I08RIK	7.81594005057e-05	-2.76591619064e-05
4933417A18RIK	3.93158307475e-06	-5.68906277485e-05
4933417C16RIK	-2.06361273224e-05	-3.85910314659e-05
4933417E01RIK	9.39771936873e-05	-8.16364130471e-05
4933417E08RIK	-0.000528653261102	-0.000156579162098
4933417G07RIK	-1.78111602099e-05	-2.17056545583e-05
4933417O13RIK	-2.88999696438e-05	7.88068675746e-05
4933421E11RIK	-9.66380634748e-05	0.000250468240403
4933421E18RIK	-1.67152024061e-05	-4.50564783891e-05
4933421G18RIK	-0.0155438579635	-0.0043090069254
4933421H10RIK	0.000225508694014	0.000229209408072
4933421I07RIK	-4.20199145069e-05	-2.52603020412e-05
4933421P21RIK	-1.78174115859e-05	2.56208781545e-05
4933422H20RIK	4.90744833194e-05	4.79895660124e-05
4933424A20RIK	-0.000440449259947	6.3511662065e-05
4933424B01RIK	0.000313816085992	-0.000180739438153
4933424B12RIK	-1.94379567162e-06	-5.75467426863e-05
4933424G06RIK	3.14585126134e-05	-9.44416129076e-05
4933424N09RIK	-3.04103660548e-05	-4.21573928327e-05
4933425A18RIK	3.76780323679e-05	-5.17377379428e-05
4933425B16RIK	-5.19666575095e-06	-1.30034722231e-05
4933425L03RIK	-0.000244590584419	-9.10854791936e-05
4933425L21RIK	-6.03088505697e-05	-9.16873903329e-05
4933425O20RIK	4.43560285266e-05	-6.51942791563e-06
4933426E01RIK	-3.16276791538e-05	3.92164146045e-05
4933426E21RIK	6.48865518187e-05	8.78780953019e-06
4933426G20RIK	5.03331450064e-05	-9.60608807265e-07
4933426I21RIK	-1.15902320096e-05	5.07407540384e-05
4933426M11RIK	-0.00343468407302	-0.000195404097426
4933427C01RIK	-0.000213329560253	5.17487133616e-05
4933427D06RIK	-1.14483748449e-05	8.02269813498e-05
4933427D14RIK	-0.000185851075805	0.00031904444759
4933427E11RIK	-8.036150006e-05	4.33442219281e-05
4933427G17RIK	-3.17813839093e-05	-5.73049352707e-05
4933427G23	1.95894196054e-05	-2.17237828012e-05
4933427G23RIK	0.00205404188348	0.00308472742005
4933427I22RIK	-1.08498328568e-05	1.55059071871e-05
4933427L07RIK	1.05156274347e-05	-4.89863038128e-05
4933428A15RIK	0.000220989684503	-9.8263467184e-05
4933428D01RIK	9.13866849828e-06	-0.000175656882702
4933428G09RIK	-2.87871904975e-05	-8.21460924835e-05
4933428G20RIK	9.56603853932e-05	-0.00322106629111
4933428L19RIK	-8.76185367122e-05	2.08979210477e-05
4933428M09RIK	-2.49323075664e-06	3.58835965195e-05
4933428P19RIK	-3.06755356573e-06	-4.06981022968e-06
4933429E06RIK	0.000417754852008	0.000156218562622
4933429F08RIK	-2.65640496737e-05	-0.000140825144693
4933429H19RIK	8.35926437685e-06	-4.15474682454e-05
4933430A09	9.5357921663e-06	-1.61130879522e-05
4933430B08RIK	-9.36685214579e-06	1.04067652888e-05
4933430H15RIK	0.000116629763867	-7.38591352599e-06
4933430I17RIK	-6.66152792152e-07	3.31662247304e-05
4933430N04RIK	-9.26603571352e-06	-9.25429504563e-06
4933431E20	3.69508263266e-05	-0.000111047727899
4933431K14RIK	-0.00018241895257	-0.000381718841439
4933432B09RIK	-3.35243569996e-05	5.4326927084e-05
4933432B13RIK	-0.00103872271313	-6.79529180155e-05
4933432I09RIK	-1.50943679472e-05	-0.000157317985885
4933432P15RIK	-0.000688948404181	0.000332071633926
4933433C11RIK	-2.08152269906e-06	1.7387200297e-05
4933433H22RIK	-3.05790902755e-05	2.91099076006e-06
4933433J03RIK	-1.24891361944e-05	-1.84149576596e-05
4933433P14RIK	0.000101165702568	0.000134505905301
4933434C23RIK	-3.16642848175e-05	-8.0081303185e-06
4933434E20RIK	0.000858958448592	0.0010354512513
4933434I06RIK	-0.000491257600597	-0.000211942477958
4933434I20RIK	-6.95160491638e-05	-1.32882118306e-05
4933434L15RIK	0.000304091559753	0.000360977969254
4933434M16RIK	2.04622773216e-05	1.50228372771e-05
4933435E02RIK	2.88538809213e-05	-6.05958140493e-05
4933436C20RIK	-1.73302243466e-05	4.64967881938e-06
4933436I01RIK	6.3970679488e-06	7.01065739596e-06
4933436N17RIK	-7.42160928733e-05	-0.000113827471272
4933437C06RIK	-5.95860758144e-05	-2.20619171128e-05
4933437F05RIK	0.000301513865808	2.15848381294e-05
4933437K13RIK	-0.00376755838209	-0.00030675390383
4933437N03RIK	-5.00268809867e-05	4.40815775354e-05
4933439C10RIK	-0.00013434034619	-1.27218071319e-05
4933439C20RIK	-0.00430506527093	0.000729305892691
4933439F18RIK	7.36042060312e-06	1.66005967986e-05
4933439G19RIK	-8.73292667583e-05	-7.08859630496e-07
4933439J11RIK	7.59894355195e-05	1.02229509946e-05
4933439J20RIK	0.00026344823653	-0.00020860634541
4933439M10RIK	-0.00081704967261	-4.97104923149e-05
4933440H19RIK	4.97364058197e-06	-2.88178840014e-05
4933440L10RIK	9.86291720749e-06	6.69778525343e-05
4933440M02RIK	5.24953531314e-05	-0.000333387997685
4933440N22RIK	-3.75967183297e-05	-2.44230535214e-06
4CYTL1	-3.16454053439e-06	8.67946947764e-05
5-HTR2C, GPCR	2.54689492657e-05	1.66635697015e-06
5031404C24RIK	-3.53732829241e-05	-0.000225363200953
5031408O05RIK	-5.93705340329e-06	4.01973543478e-05
5031409G22RIK	-3.51257318832e-05	7.67869395803e-05
5031409G23	8.62276746544e-05	2.30958662156e-05
5031411O12RIK	0.000120537660232	2.93946014136e-05
5031412K01RIK	-1.25350292972e-05	-2.19585839613e-05
5031414D18RIK	0.0019657374576	0.00065156829871
5031425D22RIK	-2.32518060128e-05	8.1255956112e-05
5031425E22RIK	-0.00256779135147	-0.000194455745602
5031425M16RIK	8.00622436062e-05	1.30852133181e-05
5031428M13RIK	-0.000254364782565	-0.000113923839575
5031431M05RIK	-2.27587047126e-05	-4.96396110788e-05
5031434C07RIK	3.82249085814e-05	-2.24142055028e-06
5031434O11RIK	-0.000102266872137	-0.000110922692975
5031436O03RIK	-0.00102813783507	0.000519696269754
5031438A03RIK	-4.16304539813e-06	-8.17287591532e-06
5031439A09RIK	0.00135188240407	0.000111211712421
5031439G07RIK	0.00357474168227	0.00468828629989
5033403J15RIK	-0.000717727521735	0.00144390104339
5033405K12RIK	-5.78289229771e-05	8.82485731961e-05
5033411B22RIK	-2.67327821347e-05	-4.06981022968e-06
5033411D12RIK	-5.81952601809e-05	-9.60608807265e-07
5033413D16RIK	-0.0032938065502	-0.00133817642642
5033413D22RIK	-5.39650672804e-05	-9.25350744183e-06
5033414D02RIK	-0.000607785379815	0.002708945377
5033414K04RIK	0.00209903217673	0.00108251881075
5033417D07RIK	7.60046725646e-05	-1.43826245347e-05
5033423K11RIK	-3.71002357337e-05	-7.4602782008e-05
5033424B07RIK	-1.07990469019e-05	-3.0738441405e-06
5033425G24RIK	-4.94754450274e-06	-5.92375431147e-06
5033428B15RIK	-4.94754450274e-06	-3.17358076128e-05
5033430I15RIK	-0.00141004935368	-9.99100437231e-05
5133400G04RIK	0.000978500861332	-0.00318270921368
5133400J02RIK	-7.38962878852e-05	-0.000106162626326
5133400O11RIK	7.05008589108e-05	7.84535908678e-07
5133401H10RIK	9.76436915693e-05	-8.31771509659e-05
5133401N09RIK	0.00126408386605	0.00101876766296
5230400G24RIK	1.91376175234e-05	-8.05209494209e-06
5230400J09RIK	-4.40328475724e-05	2.62815728698e-05
5230401M06RIK	-0.00011798366684	-4.95891825074e-05
5330401F18RIK	-0.000933519168493	-0.000810552457137
5330401P04RIK	-0.000792565054054	0.00104390255799
5330402L21RIK	2.12859772768e-06	-3.9625321836e-05
5330403D14RIK	-0.0033899603505	-0.00045412119413
5330403J18RIK	0.000126505043103	1.06611086e-06
5330403O16RIK	-1.60811891348e-05	4.16506078009e-05
5330404D22RIK	-8.62202623484e-05	-3.16633294908e-05
5330406H09RIK	-1.33961911828e-05	1.75084247933e-05
5330408M12RIK	-5.18843101296e-05	3.08523020748e-06
5330408N05RIK	-0.000101450218305	-7.11500346885e-05
5330411L03RIK	-8.71759198899e-05	8.41213609929e-06
5330414O08RIK	5.71339480434e-05	0.000390195129878
5330416C01RIK	-2.37671110562e-05	0.000113549228217
5330417K06RIK	-1.13384502104e-05	4.42314911317e-05
5330417P21RIK	7.20754767502e-06	4.04142200421e-05
5330420J21RIK	-2.78880439176e-05	-0.00127560808655
5330421F07RIK	-2.79123184039e-06	-6.81027782596e-06
5330421K23RIK	-7.26125265192e-05	2.29719644079e-05
5330423I11RIK	1.76498061399e-05	-1.68723425559e-05
5330423N11RIK	-4.96128039506e-05	-9.70977704132e-06
5330426P16RIK	-4.47787919706e-05	9.56356546571e-05
5330427M13RIK	-4.57308304166e-05	-7.54621983045e-05
5330429D05RIK	-0.000169488920325	-2.13277512338e-05
5330429J23RIK	-1.38379844858e-05	-3.66282920671e-05
5330430C04RIK	-1.41204137742e-05	0.000102645216062
5330430O04RIK	-0.000192372182021	-7.93846561622e-05
5330430P07RIK	0.00197876296868	0.00025886095521
5330431K02RIK	-0.000383580245339	7.62084400598e-05
5330431N19RIK	0.000663829338107	0.000473020740325
5330432B20RIK	-1.6630887647e-05	-2.18114927349e-05
5330432E05RIK	-0.000201275921462	-1.37850685515e-05
5330432H08RIK	-0.0004824979295	-0.00025374320224
5330434F23RIK	9.43728430106e-07	7.97840373804e-05
5330435L01RIK	-6.88943654012e-05	4.37679706923e-05
5330437I02RIK	1.89803542004e-05	1.09793869022e-05
5330438D12RIK	-0.000675428580362	-0.000219792445705
5330438F10RIK	2.56608874805e-05	4.6453576302e-05
5330438F16RIK	1.70999080893e-05	2.12876133455e-05
5330438I03RIK	8.66988772787e-05	9.54647256809e-05
5330438O12RIK	-3.38702287708e-05	5.4798426898e-05
5330439C02RIK	2.79081852857e-05	5.96863937376e-05
5330439J01RIK	6.54568245247e-06	-2.53871438965e-05
5330439K02RIK	2.77587706569e-05	2.95502172775e-05
5330440M16RIK	6.16769996273e-07	-1.67680634565e-06
5330440O04RIK	1.72669574919e-06	4.85853156879e-07
5430400L16RIK	3.0025206448e-05	0.000236493162539
5430401O09RIK	3.77431975176e-06	-2.97389582123e-05
5430404L10RIK	-6.19934272985e-06	1.30457748412e-05
5430405C01RIK	-0.000215020202046	0.000220072521721
5430405G24RIK	-0.00299920241761	-0.00180376777629
5430406J06RIK	-0.0027148268788	-0.00172363614373
5430407P10RIK	-7.67203795685e-05	3.92971694602e-05
5430409I15RIK	1.11690654165e-05	4.62784531121e-06
5430409I18RIK	-5.46526343432e-06	4.19876033939e-05
5430411C19RIK	-0.00115456204623	0.000129915063079
5430411K18RIK	-0.000268822477547	5.15720417271e-06
5430414B19RIK	0.000145405839261	0.000121948374094
5430416O09RIK	2.61072596486e-05	6.42343234663e-05
5430417C01RIK	-5.51302132917e-05	-0.000107436664742
5430417J04RIK	-1.86233742492e-05	1.65609638428e-05
5430417L22RIK	0.00254274834128	0.00349285234699
5430417M23RIK	-0.00012405582386	-1.90057527295e-05
5430419D17RIK	1.88784862193e-05	4.29606355125e-05
5430420C16RIK	2.28944747026e-05	0.000127673923082
5430420E18RIK	0.000165866833292	-5.58775535531e-05
5430426E14RIK	5.01603102111e-06	2.58115807608e-06
5430426F23RIK	-2.10370454594e-05	-0.000253185471082
5430427G11RIK	-4.94754450274e-06	-1.12420605646e-05
5430427O19RIK	-0.000667270063899	0.00180246240097
5430432H19RIK	-0.000133177949754	6.2465007347e-05
5430432N15RIK	4.16757615755e-06	-5.49794001227e-05
5430433E21RIK	2.74160054948e-06	8.13707564115e-06
5430433G21RIK	-5.57900564796e-05	5.11217339803e-05
5430433J05RIK	7.55493985668e-05	-1.72357895867e-05
5430434G16RIK	-0.0125000211822	-0.0087615215929
5430435G22RIK	-4.10068906665e-06	-0.00059158524439
5430437P03RIK	-0.000416461634465	-0.00103632214004
5430439C17RIK	-2.53320107565e-05	-0.000106976474791
5430439D08RIK	-8.10581335013e-05	9.92542796079e-05
5430439G14RIK	9.00699625776e-05	-3.03505899419e-05
5430440L12RIK	-0.0003587509774	-0.000540190452961
5530400B01RIK	-0.0023280537455	-0.00405708955622
5530400B04RIK	-3.32105392573e-05	1.50228372771e-05
5530400C07RIK	-9.60237580056e-07	6.13723364465e-06
5530400K22RIK	0.00047377538287	0.000492235684533
5530401A10RIK	-8.59461729936e-06	0.000150833890553
5530401A14RIK	1.3092932088e-05	1.43169551119e-05
5530401J07RIK	-0.00053585469813	0.000319682067685
5530401N06RIK	3.93577685596e-05	-3.97407830511e-05
5530401N12RIK	5.52345206169e-05	-1.7007054753e-05
5530401P20RIK	3.1458215629e-06	3.40517644947e-05
5530601H04RIK	-2.36676680935e-05	2.48339883942e-05
5530601I19RIK	0.000445194624551	0.000261736661623
5630401D06RIK	-0.0197467816792	-0.000552051657777
5630401D24RIK	0.000179243358402	0.000105337217433
5730402C02RIK	6.47452593513e-05	-5.32438942519e-05
5730403B10RIK	0.000747363929216	0.000720958116434
5730403I07RIK	-2.8968759368e-05	8.25410870472e-06
5730403M16RIK	-0.000607306815851	-0.000269113269207
5730405D16RIK	-0.000197944405367	0.000171292018378
5730405G21RIK	-0.000172221499346	-4.32651364726e-05
5730405I09RIK	-0.00208286684086	-0.000179582527405
5730405M06RIK	1.72679268086e-05	-3.31733231838e-05
5730405N03RIK	-2.85905771169e-06	1.80815874422e-06
5730406F04RIK	-0.000304689776725	-0.000174738089753
5730406M06RIK	0.000777860227262	-0.000587171892493
5730407K14RIK	-0.000107799067932	-0.000130396000404
5730408A14RIK	-3.50647500243e-05	-3.58283928341e-05
5730408I11RIK	4.98137778138e-05	2.17554801647e-05
5730409E04RIK	2.23897378208e-05	-3.0824465847e-05
5730409E15RIK	-2.29875515642e-05	-7.96466415233e-05
5730409G15RIK	3.91437253872e-06	0.000392696855585
5730409K12RIK	0.000102201960628	0.000104149470666
5730409N16RIK	1.5478368414e-05	-8.92486701283e-07
5730410E15RIK	-3.77609329596e-05	1.48608351878e-05
5730410I19RIK	0.00108649959922	-0.00114939510618
5730412N02RIK	-1.53926011692e-05	-4.97113294659e-06
5730414N17RIK	-5.89744105728e-05	1.16375718009e-05
5730416F02RIK	7.06804952116e-05	-0.000153414204383
5730417B17RIK	-0.000267526131479	0.000114583913255
5730419A02RIK	-0.000138400829991	-8.01256583912e-05
5730419I09RIK	0.000135851632067	-0.00014382678506
5730420D15RIK	-1.97307779447e-05	2.37213708392e-05
5730420E01RIK	2.03228145405e-07	1.43202118375e-05
5730427M17RIK	-0.00116023164304	-0.000750223582741
5730427N09RIK	-0.0101635278521	0.0188443162046
5730433N10RIK	-5.17477876696e-05	0.0001047609579
5730437N04RIK	0.0034325786136	0.00199027140346
5730437O09RIK	-3.64959411951e-05	-2.83225186412e-05
5730442P18RIK	-4.0688953409e-06	8.68727744097e-05
5730445E20RIK	-5.85912977989e-05	-9.44651605786e-06
5730449L18RIK	0.000652270663226	-0.000636049525331
5730453I16RIK	-0.000430382313633	-0.000113141963768
5730455O13RIK	0.001793231495	0.00137874644047
5730455P16RIK	-0.000184654297072	-4.69994366341e-05
5730458M16RIK	-2.83976716388e-05	0.000158893888378
5730460C07RIK	-8.9301600143e-05	-7.93187186329e-06
5730466H23RIK	1.02664426055e-06	-1.89924477385e-05
5730469M10RIK	-0.00751141645405	-0.0441769075427
5730470C09RIK	-0.00144410801817	-0.000282529646706
5730472N09RIK	0.00011699835738	-0.00107996954491
5730478M09RIK	4.46883078788e-05	-0.000364308360147
5730481H23RIK	-0.000153402965846	7.75681574109e-05
5730485H21RIK	-1.48931599087e-05	3.14714846334e-05
5730488B01RIK	-0.000132979241139	0.000262279117834
5730493B19RIK	-9.21805309488e-05	4.43038340907e-06
5730494J16RIK	-0.000676679928364	0.00128649867964
5730494M16RIK	-3.10298100871e-05	8.22461654297e-05
5730494N06RIK	0.0025215357559	0.00266101585845
5730496N17RIK	-2.28706995939e-05	-3.18568141323e-05
5730502D15RIK	9.63461248432e-05	0.000965385487079
5730507A09RIK	3.80600482334e-07	1.54917837409e-05
5730507C01RIK	-3.36553051835e-05	-3.30410033405e-05
5730507C05RIK	-4.94754450274e-05	-5.32070887422e-06
5730508B09RIK	-3.05167150568e-06	-2.96549496252e-05
5730510P18RIK	0.000121086514052	-2.38358022589e-05
5730521N16RIK	-4.46326124658e-06	-0.000448905145285
5730521P14RIK	-0.000111105707546	-1.439710551e-05
5730522E02RIK	-2.99749612591e-06	4.32242417994e-05
5730525O22RIK	-0.000676497675718	0.0010658796985
5730526A15RIK	1.5726332299e-07	-7.88430992417e-05
5730528L13RIK	0.000364351542108	0.00121144301226
5730530J16RIK	-6.58178017005e-06	5.00808009011e-05
5730531E12RIK	-4.30401520812e-05	3.12909995606e-05
5730533B08RIK	5.29375350215e-05	8.86337429101e-05
5730536A07RIK	4.56933424914e-07	-6.01001586599e-06
5730543M03RIK	-0.00132184315597	-0.00148506313895
5730550L01RIK	0.000166053685537	0.000648110290349
5730552E08RIK	-3.49209420664e-05	0.000190376760329
5730557B15RIK	-2.75955967001e-05	9.77531168468e-06
5730557L09RIK	1.19531227535e-05	4.70293850992e-05
5730559C18RIK	1.42103753459e-06	-1.52720402321e-05
5730564L20RIK	0.000170321097528	-2.68013133018e-05
5730575G16RIK	7.59018366352e-06	-6.78301704947e-06
5730577I03RIK	0.00010434414044	-3.61144444152e-05
5730585A16RIK	3.64673702541e-05	-8.94086860206e-06
5730588I11RIK	0.000131351920548	-0.00267402925574
5730588L14RIK	2.37446212408e-06	-3.97946160451e-05
5730589K01RIK	-0.00330318790463	-0.00030167991931
5730590C14RIK	4.93955296805e-05	-1.1204299224e-05
5730590G19RIK	-7.29785094137e-05	-0.000158362021651
5730591F21RIK	5.09225721352e-06	-3.09845673148e-05
5730593F17RIK	0.000887522710329	-0.0133500091961
5730593H20RIK	-0.000169243777761	6.14224401952e-05
5730593N15RIK	-3.05780993935e-05	1.18291216708e-05
5730594E03RIK	-3.72568782455e-05	-3.4539956159e-05
5730596B20RIK	-5.82447042729e-05	6.38381837422e-05
5730596K20RIK	3.0436021666e-05	-0.000321510591233
5730598B06	-9.62278922653e-06	1.95243609083e-05
5730601F06RIK	5.34200050272e-05	4.46491661657e-05
5830400N10RIK	5.51262473036e-05	5.62989967561e-05
5830403F22RIK	1.05928948522e-05	-7.39102447603e-05
5830403L16RIK	-6.65796462046e-06	3.31784130518e-05
5830403M04RIK	-5.70837335875e-05	0.00011190787077
5830404H04RIK	0.000177617135471	-0.000509738569221
5830405M20RIK	-3.15018022969e-05	3.85653775935e-06
5830405N20RIK	-0.000615198160939	0.00101144738059
5830406C15RIK	2.35741375923e-05	-4.42457290614e-05
5830406C17RIK	-0.00176091178152	-0.00103965241314
5830407P18RIK	-0.00240360631702	-0.00149114443645
5830409B07RIK	-0.00139701618904	-0.000678680073316
5830410F13RIK	-0.000278144529708	-0.000281854379521
5830411E10RIK	-3.45374936458e-05	0.000145019022653
5830411G16RIK	-0.00698464217307	0.00130555461303
5830411I20	0.00228887538316	-0.00581040720175
5830411J07RIK	-0.000273108302915	1.03708932651e-06
5830411K21RIK	-8.30424109434e-05	-0.000103406936665
5830411N06RIK	-2.85551544922e-05	4.42263338173e-05
5830411O09RIK	-6.00940785098e-05	-1.76995646177e-05
5830415B17RIK	2.93630921752e-05	-4.81827649485e-05
5830415F09RIK	-0.00013749312272	-0.000304709022588
5830415L20RIK	-0.00125305567006	-0.00120163819672
5830416P10RIK	6.81961316638e-05	-0.000110763272376
5830417C01RIK	0.000104850891769	-0.000100302254486
5830417I10RIK	-0.000486700283041	-7.4448476e-06
5830418G11RIK	0.000276955810969	8.2535665491e-05
5830419M17RIK	-3.45252195034e-05	5.57525860304e-05
5830420C15RIK	-0.000392351342512	-0.000265437817122
5830426I05RIK	-5.36334677606e-05	0.000236013185078
5830427D02RIK	-0.00214906130646	-0.00126049434706
5830427D03RIK	-0.000541209053027	-3.34868215725e-05
5830430H09RIK	-7.27624075572e-05	-7.2023302908e-05
5830431A10RIK	0.00146528495387	0.00067787838853
5830431I07RIK	-5.22121106079e-05	2.70411070987e-05
5830431I15RIK	-0.00119240197039	-0.000294370400505
5830432E09RIK	0.000219917403661	0.000331414786439
5830433I10RIK	-1.85112356614e-05	6.85087856884e-05
5830433M19RIK	6.60623334104e-06	-0.000111100001712
5830434K11RIK	0.000120725628228	-7.77638420324e-05
5830434P21RIK	-0.00121093964049	0.000292882823908
5830435K17RIK	-0.00104929113871	0.000163181101521
5830436K05RIK	-5.61060033088e-07	6.28763177987e-05
5830443L24RIK	4.24610972073e-06	-0.00013159053076
5830445I20RIK	-9.60425348915e-05	4.41051735968e-06
5830448L21RIK	0.000101455014398	6.16161617413e-05
5830454D03RIK	0.00143162104616	0.000680124742654
5830454E08RIK	0.000222933635298	0.000372441970526
5830455K21RIK	-0.000123952799805	-5.32388536319e-05
5830457O10RIK	0.000391762528642	8.01079776113e-05
5830458K16RIK	-2.28745358787e-05	0.000165171244174
5830461H18RIK	-0.000100793754204	-7.83859587559e-05
5830467E07RIK	-0.000545136985104	-0.000141252992494
5830468F06RIK	-5.30277955966e-06	-9.21054733175e-05
5830468K18RIK	-0.000109779408183	-0.000502352275084
5830469K17RIK	-1.49974635281e-05	4.5174264728e-05
5830472F04RIK	-9.60436637878e-05	-5.57983849298e-05
5830472H07RIK	-0.000371691327526	0.000200147177363
5830476G13RIK	-0.000197569147314	-0.000506924714131
5830477G23RIK	9.48453971732e-06	2.39031511738e-05
5830482F20RIK	0.000222847848765	0.000206559650195
5830483C08RIK	-8.38469703598e-06	-1.12071027514e-06
5830484A20RIK	-0.00013449104779	0.000333875152807
5830496L11RIK	-0.00955662782403	4.10699509406e-05
5832402A02RIK	0.000168519216369	-0.000360627222774
5832418A03	-2.81745084524e-05	2.04574454822e-05
5930400G23RIK	-2.36108077706e-05	-0.00018699161394
5930400O15RIK	1.8850224673e-05	-2.01959257635e-05
5930400O16RIK	-5.73982251585e-05	4.37339828797e-06
5930402G23RIK	-4.75585969181e-05	-1.68241307633e-05
5930403H17RIK	5.85083202986e-05	-5.81421168924e-05
5930403N24RIK	7.86455390726e-05	4.75537163462e-05
5930404A08RIK	1.57746970773e-05	8.94248352394e-05
5930404K09RIK	3.66380131726e-05	1.53822063802e-05
5930404L04RIK	-0.00011747720775	6.86659311052e-05
5930407M05RIK	-0.000119704887567	9.81323682572e-05
5930409M18RIK	2.48677763128e-05	-2.27590913007e-05
5930412G12RIK	4.23137875265e-05	-1.37747387656e-05
5930413D20RIK	-2.93349305166e-05	4.80848931585e-05
5930416I19RIK	9.93622054791e-05	-0.00420419152261
5930418K15RIK	-0.00171682243613	-0.00721047159597
5930422O12RIK	9.08189722363e-05	-1.34876519021e-05
5930426L19RIK	-1.19162436583e-05	2.86681611311e-05
5930429A15RIK	1.19824926706e-05	-0.000138269239703
5930430M20RIK	1.62358023076e-05	0.000109051184969
5930431H10	-0.000123097082831	0.000109835222816
5930431L16RIK	-1.66521815925e-05	2.55504570637e-05
5930434A13RIK	-1.63697314208e-05	-1.60101467877e-07
5930434B04RIK	4.74069335513e-05	0.00026912545754
5930437C20RIK	-0.00105964718779	-0.00131301699952
5930437L24RIK	-1.55677325465e-05	-7.11173811935e-06
6030400N17RIK	-6.91264974955e-05	3.94624140337e-05
6030405A18	6.4331801165e-05	-2.56591324262e-05
6030405A18RIK	2.01471011076e-06	5.05381551974e-05
6030405B10RIK	3.21095925913e-05	-4.86128434805e-05
6030405P19RIK	-0.00136761439475	-0.000264811117032
6030408B16RIK	-0.000246259025727	0.000325540986382
6030408C04RIK	3.58418431627e-05	-3.22353072836e-05
6030410I10RIK	4.33371309418e-06	-0.000110947975744
6030413C11RIK	-3.25486196469e-05	2.05507845678e-05
6030413G23RIK	-0.000152538904779	0.000182636213224
6030416D17RIK	5.17217688006e-05	2.55007168075e-05
